Date,AAPL,ADBE,AMZN,BAC,DIS,FB,GOOGL,HD,JNJ,JPM,MA,MSFT,NVDA,PG,PYPL,SPY,TSLA,UNH,V,VZ,WMT
2020-02-06,80.60638427734375,367.4599914550781,2050.22998046875,33.76447677612305,142.6999969482422,210.85000610351562,1475.969970703125,233.33493041992188,149.4665985107422,133.6403045654297,327.9710998535156,181.70509338378906,253.83116149902344,124.81270599365234,119.88999938964844,327.8573303222656,149.79200744628906,287.72479248046875,201.7978515625,57.54182052612305,114.4002685546875
2020-02-07,79.51072692871094,366.0899963378906,2079.280029296875,33.7060432434082,141.02000427246094,212.3300018310547,1479.1099853515625,231.8304443359375,147.87002563476562,133.21299743652344,325.6804504394531,181.9623565673828,251.175537109375,123.77210998535156,118.87999725341797,326.1099548339844,149.61399841308594,284.5372619628906,201.49969482421875,58.02585220336914,114.53797912597656
2020-02-10,79.88835906982422,370.0,2133.909912109375,33.78395462036133,142.58999633789062,213.05999755859375,1508.6600341796875,235.0641326904297,147.84080505371094,133.76657104492188,328.94720458984375,186.72193908691406,262.53680419921875,123.86045837402344,120.05999755859375,328.54449462890625,154.25599670410156,282.3827209472656,204.72982788085938,58.31627655029297,113.35768127441406
2020-02-11,79.4063720703125,369.2799987792969,2150.800048828125,33.86186599731445,141.00999450683594,207.19000244140625,1510.06005859375,236.07041931152344,147.96739196777344,134.01905822753906,329.58465576171875,182.50660705566406,267.44866943359375,121.88726043701172,118.83999633789062,329.1138610839844,154.87600708007812,286.08184814453125,202.69236755371094,56.81576919555664,113.50521850585938
2020-02-12,81.29209899902344,374.2900085449219,2160.0,34.00794982910156,141.85000610351562,210.75999450683594,1518.6300048828125,236.02154541015625,147.0911865234375,134.01905822753906,332.8115539550781,182.77377319335938,272.0910339355469,121.19024658203125,118.55999755859375,331.2342834472656,153.45799255371094,298.5663757324219,206.1709442138672,56.370460510253906,113.94782257080078
2020-02-13,80.71321868896484,374.8399963378906,2149.8701171875,33.998207092285156,140.89999389648438,213.13999938964844,1513.3900146484375,236.7738037109375,146.11766052246094,133.90252685546875,334.4847412109375,181.78427124023438,270.33392333984375,122.67261505126953,120.51000213623047,330.880859375,160.8000030517578,297.3070983886719,206.42971801757812,56.77705001831055,115.51171875
2020-02-14,80.73308563232422,379.6700134277344,2134.8701171875,33.93977355957031,139.5399932861328,214.17999267578125,1518.72998046875,239.38226318359375,146.15660095214844,133.49464416503906,339.57415771484375,183.4070587158203,289.3125915527344,123.83101654052734,122.98999786376953,331.4109802246094,160.00599670410156,293.94244384765625,209.3061981201172,56.641517639160156,115.95433044433594
2020-02-18,79.25482177734375,378.8500061035156,2155.669921875,33.37492752075195,139.13999938964844,217.8000030517578,1519.43994140625,238.31739807128906,145.1927947998047,131.72714233398438,339.8629455566406,185.26736450195312,296.0814514160156,122.58426666259766,122.2699966430664,330.5569152832031,171.67999267578125,297.2480773925781,210.21194458007812,56.0606803894043,117.66576385498047
2020-02-19,80.40264892578125,383.2799987792969,2170.219970703125,33.81317138671875,141.3000030517578,217.49000549316406,1524.8699951171875,238.0242919921875,144.9980926513672,133.52378845214844,343.1695556640625,185.822998046875,314.1816101074219,123.14382934570312,123.91000366210938,332.1373596191406,183.48399353027344,300.36676025390625,212.31207275390625,56.36077880859375,115.7477798461914
2020-02-20,79.57780456542969,378.9599914550781,2153.10009765625,33.93977355957031,140.3699951171875,214.5800018310547,1516.989990234375,241.32638549804688,144.4431915283203,133.52378845214844,343.0600280761719,182.9852294921875,308.19146728515625,124.26295471191406,122.43000030517578,330.7729187011719,179.8820037841797,297.23822021484375,210.46078491210938,56.23493194580078,115.75761413574219
